productCode,productName,lineName,totalQty,lineIds
DRBD-BD-22-BLK,"DRUMBAND-BASS DRUM 22"" (Head Hitam)",Stick Pemukul Bass Drumband (Kecil),1,cf1975e9-fbfd-407f-be7f-187d26ae7272
DRBD-BD-22-WHT,"DRUMBAND-BASS DRUM 22"" (Head Putih)",Baut Bass Kecil 10cm @200,20,9348972e-e0cc-40e0-85a4-43d71572975d
DRBD-BD-22-WHT,"DRUMBAND-BASS DRUM 22"" (Head Putih)",Busa Bass Drumband 22'',1,f017e001-5a0f-44d9-b055-cf7e77e3f9e4
DRBD-BD-22-WHT,"DRUMBAND-BASS DRUM 22"" (Head Putih)",Sling,1,2ec673a8-056f-4981-b292-acffa63656d9
DRBD-BD-22-WHT,"DRUMBAND-BASS DRUM 22"" (Head Putih)",Stick Pemukul Bass Drumband (Kecil),1,cb4209c4-678b-41ca-9281-e4fe7b249f95
DRBD-BD-24-BLK,"DRUMBAND-BASS DRUM 24"" (Head Hitam)",Baut Bass Kecil 10cm @200,24,bc4a6416-c7eb-4e7e-a6df-3d1cbeec017c
DRBD-BD-24-BLK,"DRUMBAND-BASS DRUM 24"" (Head Hitam)",Busa Bass Drumband 24'',1,39836365-f60e-4d9b-a3c0-b43eea152283
DRBD-BD-24-BLK,"DRUMBAND-BASS DRUM 24"" (Head Hitam)",Sling,1,8a89e17a-e6a4-4da0-a36c-a17dcc7d5d97
DRBD-BD-24-BLK,"DRUMBAND-BASS DRUM 24"" (Head Hitam)",Stick Pemukul Bass Drumband (Kecil),1,9499e166-b560-479e-bb50-5bda1a49b3d8
DRBD-BD-24-WHT,"DRUMBAND-BASS DRUM 24"" (Head Putih)",Baut Bass Kecil 10cm @200,24,a04b318d-270e-4150-b5e8-ba5b9e751fe8
DRBD-BD-24-WHT,"DRUMBAND-BASS DRUM 24"" (Head Putih)",Busa Bass Drumband 24'',1,bf0ddc68-0c99-4d6a-bd45-114b50ed27cd
DRBD-BD-24-WHT,"DRUMBAND-BASS DRUM 24"" (Head Putih)",Sling,1,f8f5b3b7-19fa-4b07-9d45-07fc3924ebe2
DRBD-BD-24-WHT,"DRUMBAND-BASS DRUM 24"" (Head Putih)",Stick Pemukul Bass Drumband (Kecil),1,fce7bc27-e476-4ff6-a14b-f1e35fef4f71
DRBD-BD-26-BLK,"DRUMBAND-BASS DRUM 26"" (Head Hitam)",Body tabung,1,d19cf34c-bc5d-434a-8db4-a95401886255
DRBD-BD-26-BLK,"DRUMBAND-BASS DRUM 26"" (Head Hitam)",Busa,1,1aa62e50-0d6e-470c-9129-ac639c6a27a6
DRBD-BD-26-BLK,"DRUMBAND-BASS DRUM 26"" (Head Hitam)",Claw (cakram),24,61e39e24-25f8-4a08-91c3-5576a70d79d0
DRBD-BD-26-BLK,"DRUMBAND-BASS DRUM 26"" (Head Hitam)",Mika glitter,1,e6fd0a50-537a-4340-8503-10b898efbb24
DRBD-BD-26-BLK,"DRUMBAND-BASS DRUM 26"" (Head Hitam)",Pemukul,1,f09cc22c-dcfa-4b09-8bbd-80681057eb46
DRBD-BD-26-BLK,"DRUMBAND-BASS DRUM 26"" (Head Hitam)",Sling,1,4610b9f9-1806-488d-ad50-7a879b8db6bd
DRBD-BD-26-WHT,"DRUMBAND-BASS DRUM 26"" (Head Putih)",Body tabung,1,a93242be-ce37-4feb-959d-ba1c0c066f23
DRBD-BD-26-WHT,"DRUMBAND-BASS DRUM 26"" (Head Putih)",Busa,1,138294ab-bc0a-462c-bf7e-4b3864366173
DRBD-BD-26-WHT,"DRUMBAND-BASS DRUM 26"" (Head Putih)",Claw (cakram),24,68f63a0f-1d39-4269-8e0a-a65a90a312b1
DRBD-BD-26-WHT,"DRUMBAND-BASS DRUM 26"" (Head Putih)",Mika glitter,1,a84c4b87-4047-4fa1-915e-31e922091b49
DRBD-BD-26-WHT,"DRUMBAND-BASS DRUM 26"" (Head Putih)",Pemukul,1,fe8750ab-a16d-4045-8f0b-79833ab8baaa
DRBD-BD-26-WHT,"DRUMBAND-BASS DRUM 26"" (Head Putih)",Sling,1,821f032d-fcb6-4d7a-8d3c-cea45513b1ae
DRBD-BD-28-BLK,"DRUMBAND-BASS DRUM 28"" (Head Hitam)",Body tabung,1,3102befa-d20b-48c3-8e07-2d9014ede14f
DRBD-BD-28-BLK,"DRUMBAND-BASS DRUM 28"" (Head Hitam)",Busa,1,2b46976d-134f-4574-a121-09ff84fe8ec9
DRBD-BD-28-BLK,"DRUMBAND-BASS DRUM 28"" (Head Hitam)",Claw (cakram),24,ecee57f6-8c26-4268-8012-a07d55db1acd
DRBD-BD-28-BLK,"DRUMBAND-BASS DRUM 28"" (Head Hitam)",Mika glitter,1,3045d142-34d6-4623-ad13-aa0c7f256389
DRBD-BD-28-BLK,"DRUMBAND-BASS DRUM 28"" (Head Hitam)",Pemukul,1,1ac05259-935b-4c4b-b496-5e4e24c21664
DRBD-BD-28-BLK,"DRUMBAND-BASS DRUM 28"" (Head Hitam)",Sling,1,801ac324-2017-40cd-92c8-50d960b68a9d
DRBD-BD-28-WHT,"DRUMBAND-BASS DRUM 28"" (Head Putih)",Body tabung,1,4e3eda98-e45c-4bad-bf96-c559d1b25df2
DRBD-BD-28-WHT,"DRUMBAND-BASS DRUM 28"" (Head Putih)",Busa,1,97d992b4-de14-4030-9d94-9b142b4e1de6
DRBD-BD-28-WHT,"DRUMBAND-BASS DRUM 28"" (Head Putih)",Claw (cakram),24,2103fc4e-8347-41f4-a532-0afe94588f78
DRBD-BD-28-WHT,"DRUMBAND-BASS DRUM 28"" (Head Putih)",Mika glitter,1,8610d881-50c1-4e5f-8ae3-3cbc7038f33b
DRBD-BD-28-WHT,"DRUMBAND-BASS DRUM 28"" (Head Putih)",Pemukul,1,d731027e-259a-43c9-bdc9-36884cd9503e
DRBD-BD-28-WHT,"DRUMBAND-BASS DRUM 28"" (Head Putih)",Sling,1,f908de18-e614-43a3-a0ad-379487a8b77e
DRBD-SD-10-BLK,"DRUMBAND-SNARE DRUM 10"" (Head Hitam)",Baut Snare (Tom) 5cm @325,10,881cd471-289c-48f9-a87f-697acfe3d657
DRBD-SD-10-BLK,"DRUMBAND-SNARE DRUM 10"" (Head Hitam)","Kawat Drumband 10""",1,8b49dcb8-12a4-40d9-8fec-e6293400e459
DRBD-SD-10-BLK,"DRUMBAND-SNARE DRUM 10"" (Head Hitam)",Ring Baut Slebor,10,63900890-ec37-4053-bfff-9bf84990a910
DRBD-SD-10-BLK,"DRUMBAND-SNARE DRUM 10"" (Head Hitam)",Ring Pedhot,10,2e0943af-ebd7-46f4-ab38-c7601cfad3b5
DRBD-SD-10-BLK,"DRUMBAND-SNARE DRUM 10"" (Head Hitam)",Sling,1,4fa4e508-9910-4d03-b896-da805486ef85
DRBD-SD-10-BLK,"DRUMBAND-SNARE DRUM 10"" (Head Hitam)",Stick Pemukul Snare (Tom)  TK,1,55fa8195-39d0-4068-8eb0-2b5026a6f9cf
DRBD-SD-10-BLK,"DRUMBAND-SNARE DRUM 10"" (Head Hitam)",Strainer Drumband,1,cf0cc505-892f-40ad-91a9-0036ebfbb8e3
DRBD-SD-10-WHT,"DRUMBAND-SNARE DRUM 10"" (Head Putih)",Baut Snare (Tom) 5cm @325,10,48e57e28-a583-40b4-92b4-ce39ef1eeed4
DRBD-SD-10-WHT,"DRUMBAND-SNARE DRUM 10"" (Head Putih)","Kawat Drumband 10""",1,1ff900a9-363f-45da-97a8-7d6ea746bd84
DRBD-SD-10-WHT,"DRUMBAND-SNARE DRUM 10"" (Head Putih)",Ring Baut Slebor,10,d0be0cc2-a478-4f33-a383-9d34ee9ce0f7
DRBD-SD-10-WHT,"DRUMBAND-SNARE DRUM 10"" (Head Putih)",Ring Pedhot,10,42fa16ad-7804-482e-b09b-384173ff1bfe
DRBD-SD-10-WHT,"DRUMBAND-SNARE DRUM 10"" (Head Putih)",Sling,1,04b1d64a-1f5d-4117-b344-7fef812d490e
DRBD-SD-10-WHT,"DRUMBAND-SNARE DRUM 10"" (Head Putih)",Stick Pemukul Snare (Tom)  TK,1,acab6fa1-97fa-42c4-9833-c3570b203eed
DRBD-SD-10-WHT,"DRUMBAND-SNARE DRUM 10"" (Head Putih)",Strainer Drumband,1,18b3a810-2f11-40bb-b248-5ed6dd4d436f
DRBD-SD-12-BLK,"DRUMBAND-SNARE DRUM 12"" (Head Hitam)",Baut Snare (Tom) 5cm @325,12,add561f6-8697-4adc-84bb-bd99c41867b0
DRBD-SD-12-BLK,"DRUMBAND-SNARE DRUM 12"" (Head Hitam)","Kawat Drumband 12""",1,5e521799-fb16-4b25-8eae-7f2240435c00
DRBD-SD-12-BLK,"DRUMBAND-SNARE DRUM 12"" (Head Hitam)",Ring Baut Slebor,12,23b6ba4c-6872-49e7-b09c-c29b7daac888
DRBD-SD-12-BLK,"DRUMBAND-SNARE DRUM 12"" (Head Hitam)",Ring Pedhot,12,0103099c-ef4a-4ef9-8761-a2aab0a4f7a1
DRBD-SD-12-BLK,"DRUMBAND-SNARE DRUM 12"" (Head Hitam)",Sling,1,2118c97c-c07b-4505-b431-eefbce2a1497
DRBD-SD-12-BLK,"DRUMBAND-SNARE DRUM 12"" (Head Hitam)",Stick Pemukul Snare (Tom) SD,1,b5211e4b-0092-448e-917e-15e910b186d0
DRBD-SD-12-BLK,"DRUMBAND-SNARE DRUM 12"" (Head Hitam)",Strainer Drumband,1,fd51ca22-f4b3-4aeb-a487-0141595f7a5f
DRBD-SD-12-WHT,"DRUMBAND-SNARE DRUM 12"" (Head Putih)",Baut Snare (Tom) 5cm @325,12,0922d099-8954-4610-8986-be0244009575
DRBD-SD-12-WHT,"DRUMBAND-SNARE DRUM 12"" (Head Putih)","Kawat Drumband 12""",1,7b977fc2-7b30-47a0-a433-e9941b4226d9
DRBD-SD-12-WHT,"DRUMBAND-SNARE DRUM 12"" (Head Putih)",Ring Baut Slebor,12,795ea9e9-5038-426d-b461-c9df897b4e1f
DRBD-SD-12-WHT,"DRUMBAND-SNARE DRUM 12"" (Head Putih)",Ring Pedhot,12,8359770e-9ada-42c3-8021-66338fb55b8a
DRBD-SD-12-WHT,"DRUMBAND-SNARE DRUM 12"" (Head Putih)",Sling,1,547be7cf-9a8c-4755-9783-20445cd37ede
DRBD-SD-12-WHT,"DRUMBAND-SNARE DRUM 12"" (Head Putih)",Stick Pemukul Snare (Tom) SD,1,abfd7307-a35b-4aa3-b5b0-4decbd88ec70
DRBD-SD-12-WHT,"DRUMBAND-SNARE DRUM 12"" (Head Putih)",Strainer Drumband,1,2d89801e-7929-4ed6-a311-1d86105ee9df
DRBD-SD-13-BLK,"DRUMBAND-SNARE DRUM 13"" (Head Hitam)",Baut Snare (Tom) 5cm @325,16,87d2de93-1654-4f40-9837-ee399643d832
DRBD-SD-13-BLK,"DRUMBAND-SNARE DRUM 13"" (Head Hitam)","Kawat Drumband 13""",1,3f1a92e8-d7f5-4253-bf7e-110d25814d76
DRBD-SD-13-BLK,"DRUMBAND-SNARE DRUM 13"" (Head Hitam)",Ring baut slebor,16,ffac4f6f-40ad-4adf-bb88-0c7e26c1fbb8
DRBD-SD-13-BLK,"DRUMBAND-SNARE DRUM 13"" (Head Hitam)",Ring Pedhot,16,70502da4-013a-4b24-b65a-d00043a06f1e
DRBD-SD-13-BLK,"DRUMBAND-SNARE DRUM 13"" (Head Hitam)",Sling,1,246aa0ed-c66c-4234-b1f5-1ec8db3cca74
DRBD-SD-13-BLK,"DRUMBAND-SNARE DRUM 13"" (Head Hitam)",Stick Pemukul Snare (Tom) SMP/SMA,1,ac046e26-02d6-4711-8e7d-7f9996aca9c9
DRBD-SD-13-BLK,"DRUMBAND-SNARE DRUM 13"" (Head Hitam)",Strainer Drumband,1,2b8c8cde-f891-4ae3-a6ac-6e0f1ae12c21
DRBD-SD-13-WHT,"DRUMBAND-SNARE DRUM 13"" (Head Putih)",Baut Snare (Tom) 5cm @325,16,99a02c0f-98dc-4109-aab5-b8ae1be8802e
DRBD-SD-13-WHT,"DRUMBAND-SNARE DRUM 13"" (Head Putih)","Kawat Drumband 13""",1,a1b0b629-d2b2-483d-8ee3-7d85e3f03ced
DRBD-SD-13-WHT,"DRUMBAND-SNARE DRUM 13"" (Head Putih)",Ring Baut Slebor,16,b81b96ab-f719-4612-ab25-2df599c4b121
DRBD-SD-13-WHT,"DRUMBAND-SNARE DRUM 13"" (Head Putih)",Ring Pedhot,16,075738e4-3d45-4b53-8269-6e9b85cf5dc5
DRBD-SD-13-WHT,"DRUMBAND-SNARE DRUM 13"" (Head Putih)",Sling,1,373af428-5b6f-43b5-8c39-b56436e9fdf7
DRBD-SD-13-WHT,"DRUMBAND-SNARE DRUM 13"" (Head Putih)",Stick Pemukul Snare (Tom) SMP/SMA,1,4f5d04b7-2795-4d6b-975d-01512b3f821c
DRBD-SD-13-WHT,"DRUMBAND-SNARE DRUM 13"" (Head Putih)",Strainer Drumband,1,b4fb5c59-c830-4c4f-94ee-ae94ed15ea52
DRBD-SD-14-BLK,"DRUMBAND-SNARE DRUM 14"" (Head Hitam)",Baut Snare (Tom) 5cm @325,16,7fa294b4-597c-479c-85f3-3a50a6f8cbcf
DRBD-SD-14-BLK,"DRUMBAND-SNARE DRUM 14"" (Head Hitam)","Kawat Drumband 14""",1,4b1b442e-591f-4774-b6d8-011f84668eef
DRBD-SD-14-BLK,"DRUMBAND-SNARE DRUM 14"" (Head Hitam)",Ring baut slebor,16,ef6886f0-c97a-4df2-a274-d912c3746541
DRBD-SD-14-BLK,"DRUMBAND-SNARE DRUM 14"" (Head Hitam)",Ring Pedhot,16,4cd4427b-2e63-4288-8c46-ac9006716f52
DRBD-SD-14-BLK,"DRUMBAND-SNARE DRUM 14"" (Head Hitam)",Sling,1,b91e7494-eb2e-4b0c-a850-83f9d7f5ab8f
DRBD-SD-14-BLK,"DRUMBAND-SNARE DRUM 14"" (Head Hitam)",Stick Pemukul Snare (Tom) SMP/SMA,1,aa909a81-f0df-483e-b142-fc41a01e34ba
DRBD-SD-14-BLK,"DRUMBAND-SNARE DRUM 14"" (Head Hitam)",Strainer Drumband,1,e5ccdc89-c49a-4685-993a-efc2aa4a447b
DRBD-SD-14-WHT,"DRUMBAND-SNARE DRUM 14"" (Head Putih)",Baut Snare (Tom) 5cm @325,16,d313bbc4-0e7e-4b78-9273-26ab976537fe
DRBD-SD-14-WHT,"DRUMBAND-SNARE DRUM 14"" (Head Putih)","Kawat Drumband 14""",1,25b5460a-5045-4c26-8004-0994e79631a2
DRBD-SD-14-WHT,"DRUMBAND-SNARE DRUM 14"" (Head Putih)",Ring baut slebor,16,024e9978-fd1d-4125-94a6-48f4d509df01
DRBD-SD-14-WHT,"DRUMBAND-SNARE DRUM 14"" (Head Putih)",Ring Pedhot,16,44b3752a-12d4-4d59-bf67-07598f1e9132
DRBD-SD-14-WHT,"DRUMBAND-SNARE DRUM 14"" (Head Putih)",Sling,1,1999f562-011c-4c60-8231-181e79d767ef
DRBD-SD-14-WHT,"DRUMBAND-SNARE DRUM 14"" (Head Putih)",Stick Pemukul Snare (Tom) SMP/SMA,1,70db3797-5c0b-4a1e-acd7-c878b7143a14
DRBD-SD-14-WHT,"DRUMBAND-SNARE DRUM 14"" (Head Putih)",Strainer Drumband,1,11f2726d-96c1-4cae-93fd-15727a5adf18
DRBD-TD-10-BLK,"DRUMBAND-TENOR DRUM 10"" (Head Hitam)",Baut Snare (Tom) 5cm @325,10,7436a42a-bac9-47ea-8c5a-b04de1c77540
DRBD-TD-10-BLK,"DRUMBAND-TENOR DRUM 10"" (Head Hitam)",Ring Baut Slebor,10,6c16492c-c10a-405f-9f3d-dc6cf85cebbe
DRBD-TD-10-BLK,"DRUMBAND-TENOR DRUM 10"" (Head Hitam)",Ring Pedhot,10,8b2e7bd8-1dfd-443b-9cfb-1f98fb8816c0
DRBD-TD-10-BLK,"DRUMBAND-TENOR DRUM 10"" (Head Hitam)",Sling,1,eddb4988-0f4a-4cbe-a837-4cec9a721dee
DRBD-TD-10-BLK,"DRUMBAND-TENOR DRUM 10"" (Head Hitam)",Stick Pemukul Tenor,1,5b98c145-1b01-4c13-b04d-9fa58805ac15
DRBD-TD-10-WHT,"DRUMBAND-TENOR DRUM 10"" (Head Putih)",Baut Snare (Tom) 5cm @325,10,c80dd7ec-9dca-4a4b-8329-b292c582fa15
DRBD-TD-10-WHT,"DRUMBAND-TENOR DRUM 10"" (Head Putih)",Ring Baut Slebor,10,37c97da0-40ae-4b72-881f-ef4dd374ed23
DRBD-TD-10-WHT,"DRUMBAND-TENOR DRUM 10"" (Head Putih)",Ring Pedhot,10,517c3292-a9b8-4f01-b28d-d0d91633c7ac
DRBD-TD-10-WHT,"DRUMBAND-TENOR DRUM 10"" (Head Putih)",Sling,1,c5aa7577-28a4-4736-a86c-04e7d0d7f00a
DRBD-TD-10-WHT,"DRUMBAND-TENOR DRUM 10"" (Head Putih)",Stick Pemukul Tenor,1,0eec0d29-1280-45a7-a9d5-b16e982a7f38
DRBD-TD-12-BLK,"DRUMBAND-TENOR DRUM 12"" (Head Hitam)",Baut Snare (Tom) 5cm @325,12,e67aa5be-66ab-47c3-a810-15b1b0f28bd5
DRBD-TD-12-BLK,"DRUMBAND-TENOR DRUM 12"" (Head Hitam)",Ring Baut Slebor,12,0a5f9c05-344c-48a7-983b-d60b989aa68d
DRBD-TD-12-BLK,"DRUMBAND-TENOR DRUM 12"" (Head Hitam)",Ring Pedhot,12,e927d5e9-f7e2-4007-929e-886d2220aa52
DRBD-TD-12-BLK,"DRUMBAND-TENOR DRUM 12"" (Head Hitam)",Sling,1,47885c8c-c329-4d0b-b617-589562444632
DRBD-TD-12-BLK,"DRUMBAND-TENOR DRUM 12"" (Head Hitam)",Stick Pemukul Tenor,1,ba231ee6-4ed1-419a-8a08-a73ecc93dda2
DRBD-TD-12-WHT,"DRUMBAND-TENOR DRUM 12"" (Head Putih)",Baut Snare (Tom) 5cm @325,12,14532092-c51e-4d00-9109-4ed601494be5
DRBD-TD-12-WHT,"DRUMBAND-TENOR DRUM 12"" (Head Putih)",Ring Baut Slebor,12,0472566b-3506-42ce-a6b0-bd2c4324836f
DRBD-TD-12-WHT,"DRUMBAND-TENOR DRUM 12"" (Head Putih)",Ring Pedhot,12,dd24c87f-6095-41b6-a449-c17015f21e49
DRBD-TD-12-WHT,"DRUMBAND-TENOR DRUM 12"" (Head Putih)",Sling,1,b8f08f30-a078-413c-b332-075376333caf
DRBD-TD-12-WHT,"DRUMBAND-TENOR DRUM 12"" (Head Putih)",Stick Pemukul Tenor,1,34f250f7-1c60-42f8-adef-af3a90cdc7b9
DRBD-TD-13-BLK,"DRUMBAND-TENOR DRUM 13"" (Head Hitam)",Baut Snare (Tom) 5cm @325,16,84e2c2bc-28e2-4f54-87fa-e54c098b0894
DRBD-TD-13-BLK,"DRUMBAND-TENOR DRUM 13"" (Head Hitam)",Ring Baut Slebor,16,32dd9914-6029-4db8-9b17-4e0baff6c3e4
DRBD-TD-13-BLK,"DRUMBAND-TENOR DRUM 13"" (Head Hitam)",Ring Pedhot,16,ae9d6ebf-10c5-4f19-9880-aa5d0159dc2a
DRBD-TD-13-BLK,"DRUMBAND-TENOR DRUM 13"" (Head Hitam)",Sling,1,cb217eb7-f149-4bf8-9ec0-7785443d61af
DRBD-TD-13-BLK,"DRUMBAND-TENOR DRUM 13"" (Head Hitam)",Stick Pemukul Tenor,1,5507cd23-704d-4d12-a85e-3ea9ee19332d
DRBD-TD-13-WHT,"DRUMBAND-TENOR DRUM 13"" (Head Putih)",Baut Snare (Tom) 5cm @325,16,fdd1797b-6436-4765-8e02-c19630a838d9
DRBD-TD-13-WHT,"DRUMBAND-TENOR DRUM 13"" (Head Putih)",Ring Baut Slebor,16,6c53aa00-69cb-4dbc-ae88-ec137a087472
DRBD-TD-13-WHT,"DRUMBAND-TENOR DRUM 13"" (Head Putih)",Ring Pedhot,16,2ada5c20-30bc-4b11-be1e-c532ee41edcc
DRBD-TD-13-WHT,"DRUMBAND-TENOR DRUM 13"" (Head Putih)",Sling,1,dd746308-a739-4505-8460-b93b6afe8585
DRBD-TD-13-WHT,"DRUMBAND-TENOR DRUM 13"" (Head Putih)",Stick Pemukul Tenor,1,08b1d86a-dbbb-49c8-9aad-98d0acaa884f
DRBD-TD-14-BLK,"DRUMBAND-TENOR DRUM 14"" (Head Hitam)",Baut Snare (Tom) 5cm @325,16,ed8c97c1-d14b-4f12-a57b-bdb60936d313
